title,price,link_item,index_,discount_idx,discount_percent_list,countReviews,type,official_idx,official
sale laptop sony vaio model sve151b. cpu pentium 1005m.ram 8.ssd 128,3.350.000 ₫,https://www.lazada.vn/products/sale-laptop-sony-vaio-model-sve151b-cpu-pentium-1005mram-8ssd-128-i2223329167.html,20,20,,Hà Nội,lazada,20,
Laptop cũ giá rẻ - Máy tính zin ram 3GB ổ 250gb chính hãng nhanh zin rất bền đầy đủ phụ kiện (Bảo hành 1 năm),2.000.000 ₫,https://www.lazada.vn/products/laptop-cu-gia-re-may-tinh-zin-ram-3gb-o-250gb-chinh-hang-nhanh-zin-rat-ben-day-du-phu-kien-bao-hanh-1-nam-i2125890284.html,21,21,50% Off,"11 Đã bán
(1)
Hồ Chí Minh",lazada,21,
Laptop Asus TUF Gaming F15 FX506HE-HN075W (i7-11800H) (Đen) - Bảo hành 24 tháng,21.989.000 ₫,https://www.lazada.vn/products/laptop-asus-tuf-gaming-f15-fx506he-hn075w-i7-11800h-den-bao-hanh-24-thang-i2559911220.html,22,22,4% Off,Hồ Chí Minh,lazada,22,
Asus ROG Strix G16 G614JV-N4261W (Core™ i9-13980HX | 16GB | 1TB | RTX 4060 | 16 inch WQHD 240Hz | Win 11 | Xám),45.080.000 ₫,https://www.lazada.vn/products/asus-rog-strix-g16-g614jv-n4261w-core-i9-13980hx-16gb-1tb-rtx-4060-16-inch-wqhd-240hz-win-11-xam-i2480964631.html,23,23,15% Off,Hồ Chí Minh,lazada,23,
"Laptop Lenovo ThinkPad E14 Gen 4 (21E300DPVA) | Core i5 - 1235U | 8GB | 512GB | 14"" Full HD | Finger| Hàng Chính Hãng",18.200.000 ₫,https://www.lazada.vn/products/laptop-lenovo-thinkpad-e14-gen-4-21e300dpva-core-i5-1235u-8gb-512gb-14-full-hd-finger-hang-chinh-hang-i2038795521.html,24,24,17% Off,Hồ Chí Minh,lazada,24,Official
laptop sony vaio,1.900.000 ₫,https://www.lazada.vn/products/laptop-sony-vaio-i2492202142.html,25,25,5% Off,Đà Nẵng,lazada,25,
[HCM] Laptop Cũ Lenovo X230 CPU Core I5-3320M/ Ram 4GB/ HDD 500GB/ VGA Intel HD Graphics/ LCD 14.0'' inch. Cắm sạc trực tiếp vào máy xài,1.530.000 ₫,https://www.lazada.vn/products/hcm-laptop-cu-lenovo-x230-cpu-core-i5-3320m-ram-4gb-hdd-500gb-vga-intel-hd-graphics-lcd-140-inch-cam-sac-truc-tiep-vao-may-xai-i2568036476.html,26,26,,Hồ Chí Minh,lazada,26,
Laptop gaming chơi game phong thần core i5 ram 4Gb Win 10 Bảo hành 1 năm (Giao ngẫu nhiên),4.531.918 ₫,https://www.lazada.vn/products/laptop-gaming-choi-game-phong-than-core-i5-ram-4gb-win-10-bao-hanh-1-nam-giao-ngau-nhien-i2634471783.html,27,27,9% Off,Hồ Chí Minh,lazada,27,
Laptop cũ văn phòng học tập HP 240 G5 I3 5005U nguyên zin mạnh mẽ,2.700.000 ₫,https://www.lazada.vn/products/laptop-cu-van-phong-hoc-tap-hp-240-g5-i3-5005u-nguyen-zin-manh-me-i1861750922.html,28,28,,Hồ Chí Minh,lazada,28,
ASUS ROG GAMING GL502VT CORE I7 6700HQ RAM 16G SSD 512G 15.6INCH FHD VGA GTX 970M,6.750.000 ₫,https://www.lazada.vn/products/asus-rog-gaming-gl502vt-core-i7-6700hq-ram-16g-ssd-512g-156inch-fhd-vga-gtx-970m-i2598046191.html,29,29,48% Off,Hồ Chí Minh,lazada,29,
Laptop màn hình kép Yoga Book 13.5,11.690.000 ₫,https://www.lazada.vn/products/laptop-man-hinh-kep-yoga-book-135-i2542840600.html,30,30,,Hà Nội,lazada,30,
"Lenovo Legion 5 Gaming Laptop, 15.6"" 165Hz WQHD(2560x1440), Ryzen 7-7735H, NVIDIA GeForce RTX 4060(140W), 64GB RAM, 1TB PCIe SSD, Window 11 Home, Backlit Keyboard, with HDMI",23.538.888 ₫,https://www.lazada.vn/products/lenovo-legion-5-gaming-laptop-156-165hz-wqhd2560x1440-ryzen-7-7735h-nvidia-geforce-rtx-4060140w-64gb-ram-1tb-pcie-ssd-window-11-home-backlit-keyboard-with-hdmi-i2607545043.html,31,31,"5% Off
Áp dụng voucher",Bình Dương,lazada,31,
Laptop Asus Vivobook 15 OLED i5-13500H/16GB/512GB/Win11 (A1505VA-L1114W),17.990.000 ₫,https://www.lazada.vn/products/laptop-asus-vivobook-15-oled-i5-13500h16gb512gbwin11-a1505va-l1114w-i2403744597.html,32,32,14% Off,Hồ Chí Minh,lazada,32,Official
[Trả góp 0%] THINKPAD X270 CORE I5 7200U RAM 8G SSD 256G 12INCH,3.510.000 ₫,https://www.lazada.vn/products/tra-gop-0-thinkpad-x270-core-i5-7200u-ram-8g-ssd-256g-12inch-i445548409.html,33,33,46% Off,"10 Đã bán
(6)
Hồ Chí Minh",lazada,33,
DELL GAMING 7447 CORE I5 4210H RAM 8G SSD 128G + 1T 14INCH GTX 850 4GB,4.410.000 ₫,https://www.lazada.vn/products/dell-gaming-7447-core-i5-4210h-ram-8g-ssd-128g-1t-14inch-gtx-850-4gb-i2158523035.html,34,34,48% Off,"(2)
Hồ Chí Minh",lazada,34,
Laptop Dell XPS 9350 Đời Mới/Ram 8Gb/SSD 256Gb/Màn 3k Tràn Viền /Mỏng Nhẹ Đẹp Keng 99%,7.200.000 ₫,https://www.lazada.vn/products/laptop-dell-xps-9350-doi-moiram-8gbssd-256gbman-3k-tran-vien-mong-nhe-dep-keng-99-i2224501360.html,35,35,,Hà Nội,lazada,35,
Laptop Asus TUF Gaming A15 FA506NC-HN031W (AMD Ryzen™ 5 7535HS) (Đen) - Bảo hành 24 tháng,18.390.000 ₫,https://www.lazada.vn/products/laptop-asus-tuf-gaming-a15-fa506nc-hn031w-amd-ryzen-5-7535hs-den-bao-hanh-24-thang-i2627518766.html,36,36,22% Off,Hồ Chí Minh,lazada,36,
Laptop máy tính xách tay HP Pavilion 15-eg0509TU 46M08PA (i3-1115G4/ 4GB/ 512GB SSD/ 15.6FHD/ VGA ON/ Win10/ Gold) Hàng chính hãng,15.990.000 ₫,https://www.lazada.vn/products/laptop-may-tinh-xach-tay-hp-pavilion-15-eg0509tu-46m08pa-i3-1115g4-4gb-512gb-ssd-156fhd-vga-on-win10-gold-hang-chinh-hang-i1479370391.html,37,37,,Hà Nội,lazada,37,Official
"Màn hình Laptop LCD 14,1in 30Pin chạy đèn Cao áp",110.000 ₫,https://www.lazada.vn/products/man-hinh-laptop-lcd-141in-30pin-chay-den-cao-ap-i356444622.html,38,38,,"33 Đã bán
(11)
Thừa Thiên Huế",lazada,38,
Laptop MSI GF63 12UCX-841VN (i5-12450H) (Đen) - Bảo hành 12 tháng,16.599.000 ₫,https://www.lazada.vn/products/laptop-msi-gf63-12ucx-841vn-i5-12450h-den-bao-hanh-12-thang-i2608432106.html,39,39,8% Off,Hồ Chí Minh,lazada,39,
Laptop Lenovo ThinkPad T14 Gen 2 | Core I5 1145G7 | Ram 16GB | SSD 256GB | 14″ Full HD Touch Screen,11.392.500 ₫,https://www.lazada.vn/products/laptop-lenovo-thinkpad-t14-gen-2-core-i5-1145g7-ram-16gb-ssd-256gb-14-full-hd-touch-screen-i2487602091.html,40,40,,Hồ Chí Minh,lazada,40,
ThinkPad T490 Core i7-8665U l i5-8365U l Ram 8G l SSD 256G l Màn 14' [BẢO HÀNH 3 -12 THÁNG] Hàng Đẹp Chuẩn 99%,7.500.000 ₫,https://www.lazada.vn/products/thinkpad-t490-core-i7-8665u-l-i5-8365u-l-ram-8g-l-ssd-256g-l-man-14-bao-hanh-3-12-thang-hang-dep-chuan-99-i1502408456.html,1,1,,Hồ Chí Minh,lazada,1,
Apple Macbook Pro 16 inch chip M3 Pro 12C CPU /18C GPU 36GB/512GB SSD,77.999.000 ₫,https://www.lazada.vn/products/apple-macbook-pro-16-inch-chip-m3-pro-12c-cpu-18c-gpu-36gb512gb-ssd-i2616290887.html,2,2,,Hồ Chí Minh,lazada,2,Official
"Laptop Lenovo ThinkPad E14 Gen 5 21JK006US i5-1335U, 8GB, 512GB, 14"" WUXGA, UHD Graphics, Win 11 Pro",14.000.000 ₫,https://www.lazada.vn/products/laptop-lenovo-thinkpad-e14-gen-5-21jk006us-i5-1335u-8gb-512gb-14-wuxga-uhd-graphics-win-11-pro-i2616774044.html,3,3,,Hà Nội,lazada,3,
Laptop LG Gram IPS LCD FHD (1920x1080) 15.6 inches (i5 11th/16GB/512GB SSD) l 15Z95N-G.AAE6U1,24.949.000 ₫,https://www.lazada.vn/products/laptop-lg-gram-ips-lcd-fhd-1920x1080-156-inches-i5-11th16gb512gb-ssd-l-15z95n-gaae6u1-i1942890624.html,4,4,30% Off,Hồ Chí Minh,lazada,4,
Laptop chơi game đột kích core i5 ram 6Gb Windows 10 tặng kèm chuột không dây bảo hành 1 năm (giao hãng ngẫu nhiên),5.990.000 ₫,https://www.lazada.vn/products/laptop-choi-game-dot-kich-core-i5-ram-6gb-windows-10-tang-kem-chuot-khong-day-bao-hanh-1-nam-giao-hang-ngau-nhien-i2634409502.html,5,5,,Hồ Chí Minh,lazada,5,
Xe 133 Blus mới xả kho,5.800.000 ₫,https://www.lazada.vn/products/xe-133-blus-moi-xa-kho-i2170931137.html,6,6,,Hà Nội,lazada,6,
"Laptop MSI Katana 15 B13VEK-252VN i7-13620H | 8GB | 512GB | RTX™ 4050 6GB | 15.6"" - Hàng Chính Hãng",29.670.000 ₫,https://www.lazada.vn/products/laptop-msi-katana-15-b13vek-252vn-i7-13620h-8gb-512gb-rtx-4050-6gb-156-hang-chinh-hang-i2625095514.html,7,7,18% Off,Hồ Chí Minh,lazada,7,
Máy tính xách tay/ Laptop Lenovo Ideapad Slim 5 Light 14ABR8 - 82XS0007VN (AMD Ryzen 7-7730U) (Xám) - Bảo hành 36 tháng,17.159.000 ₫,https://www.lazada.vn/products/may-tinh-xach-tay-laptop-lenovo-ideapad-slim-5-light-14abr8-82xs0007vn-amd-ryzen-7-7730u-xam-bao-hanh-36-thang-i2420551940.html,8,8,10% Off,Hồ Chí Minh,lazada,8,
Laptop Asus X415EA-EK047T (Intel Core i3-1115G4/4GB RAM/256GB SSD/14.0-inch FHD/Win 10),9.290.000 ₫,https://www.lazada.vn/products/laptop-asus-x415ea-ek047t-intel-core-i3-1115g44gb-ram256gb-ssd140-inch-fhdwin-10-i1378083647.html,9,9,27% Off,"6 Đã bán
(2)
Hồ Chí Minh",lazada,9,Official
Laptop Asus TUF Gaming F15 i5-12500H/8GB/512GB/Win11 (FX507ZC4-HN074W),19.490.000 ₫,https://www.lazada.vn/products/laptop-asus-tuf-gaming-f15-i5-12500h8gb512gbwin11-fx507zc4-hn074w-i2404011788.html,10,10,25% Off,Hồ Chí Minh,lazada,10,Official
Laptop 2in1 Lenovo Yoga Thinkpad 370 ram 8GB ổ SSD 256GB chip intel Core i5-7300U kèm bút cảm ứng chuyên văn phòng,4.997.000 ₫,https://www.lazada.vn/products/laptop-2in1-lenovo-yoga-thinkpad-370-ram-8gb-o-ssd-256gb-chip-intel-core-i5-7300u-kem-but-cam-ung-chuyen-van-phong-i2313315331.html,11,11,11% Off,"10 Đã bán
(4)
Hải Phòng",lazada,11,
"Thanh lý Laptop Dell P07G, core I3,Ngoại hình mới 95%, mỏng, Giá bán 1triệu.",1.031.000 ₫,https://www.lazada.vn/products/thanh-ly-laptop-dell-p07g-core-i3ngoai-hinh-moi-95-mong-gia-ban-1trieu-i2251237252.html,12,12,,Tiền Giang,lazada,12,
Laptop cơ bản có WIFI ổ SSD 128GB windows 10 Ram 4G màn hình 14 inch có kèm bộ nguồn hoạt động OK (BH 1 năm),2.290.000 ₫,https://www.lazada.vn/products/laptop-co-ban-co-wifi-o-ssd-128gb-windows-10-ram-4g-man-hinh-14-inch-co-kem-bo-nguon-hoat-dong-ok-bh-1-nam-i2126990740.html,13,13,50% Off,"(3)
Hồ Chí Minh",lazada,13,
LAPTOP MB896 -INTEL CORE 2 RAM 4G SSD 128G 15.4INCH,2.906.240 ₫,https://www.lazada.vn/products/laptop-mb896-intel-core-2-ram-4g-ssd-128g-154inch-i2492370453.html,14,14,47% Off,Hồ Chí Minh,lazada,14,
Máy tính xách tay Laptop Lenovo Thinkpad X1 Nano Gen 2,49.990.000 ₫,https://www.lazada.vn/products/may-tinh-xach-tay-laptop-lenovo-thinkpad-x1-nano-gen-2-i2115806828.html,15,15,,"10 Đã bán
Hồ Chí Minh",lazada,15,
"Laptop Huawei MateBook D15 R7 5700U/8GB/512GB/15.6""FHD/Win11",11.790.000 ₫,https://www.lazada.vn/products/laptop-huawei-matebook-d15-r7-5700u8gb512gb156fhdwin11-i2576015693.html,16,16,16% Off,Hồ Chí Minh,lazada,16,Official
laptop mini 2 in1 hp x2 210 g2,2.150.000 ₫,https://www.lazada.vn/products/laptop-mini-2-in1-hp-x2-210-g2-i2386416794.html,17,17,,"23 Đã bán
(7)
Hà Nội",lazada,17,
Laptop Asus TUF Gaming A15 FA506ICB-HN355W (Ryzen™ 5-4600H | 8GB | 512GB | RTX™ 3050 4GB | 15.6inch FHD 144Hz | Win 11 | Đen),14.700.000 ₫,https://www.lazada.vn/products/laptop-asus-tuf-gaming-a15-fa506icb-hn355w-ryzen-5-4600h-8gb-512gb-rtx-3050-4gb-156inch-fhd-144hz-win-11-den-i2481048218.html,18,18,33% Off,Hồ Chí Minh,lazada,18,
"Laptop Giáo dục Masstel E140 tặng kèm Ứng dụng Nexta Edu trên nền tảng Windows cho học sinh, giáo viên",3.990.000 ₫,https://www.lazada.vn/products/laptop-giao-duc-masstel-e140-tang-kem-ung-dung-nexta-edu-tren-nen-tang-windows-cho-hoc-sinh-giao-vien-i2295711116.html,19,19,27% Off,"7 Đã bán
(7)
Hà Nội",lazada,19,
ASUS VIVOBOOK 15 OLED A1505VA - L1114W (I5 13500H/16GB RAM/512GB SSD/15.6 OLED/WIN11/ĐEN),18.370.000 ₫,https://www.lazada.vn/products/asus-vivobook-15-oled-a1505va-l1114w-i5-13500h16gb-ram512gb-ssd156-oledwin11den-i2470632879.html,20,20,13% Off,Hà Nội,lazada,20,Official
"MSI Stealth GS66 15.6” 240Hz Gaming Laptop: 12th Gen Intel Core i7, NVIDIA Geforce RTX 3070Ti, 32GB DDR5, 512GB NVMe SSD, Thunderbolt 4, Cooler Boost Trinity+, Win 11 PRO: Black",23.085.000 ₫,https://www.lazada.vn/products/msi-stealth-gs66-156-240hz-gaming-laptop-12th-gen-intel-core-i7-nvidia-geforce-rtx-3070ti-32gb-ddr5-512gb-nvme-ssd-thunderbolt-4-cooler-boost-trinity-win-11-pro-black-i2570294445.html,21,21,"5% Off
Áp dụng voucher",Bình Dương,lazada,21,
LAPTOP SONY VAIO VJPB11 CORE I3 6100U RAM 4G SSD 128G 13INCH FHD SIÊU NHẸ ĐÈN PHÍM,3.339.350 ₫,https://www.lazada.vn/products/laptop-sony-vaio-vjpb11-core-i3-6100u-ram-4g-ssd-128g-13inch-fhd-sieu-nhe-den-phim-i2608109239.html,22,22,42% Off,"(1)
Hồ Chí Minh",lazada,22,
"Laptop Asus ROG Zephyrus G14 GA401QM | Ryzen 9-5900HS | Ram 16GB | SSD 1TB | RTX 3060 6GB | 14"" WQHD (2560 x 1440)",20.350.000 ₫,https://www.lazada.vn/products/laptop-asus-rog-zephyrus-g14-ga401qm-ryzen-9-5900hs-ram-16gb-ssd-1tb-rtx-3060-6gb-14-wqhd-2560-x-1440-i2493047985.html,23,23,,Hồ Chí Minh,lazada,23,
"Thanh lý Laptop HP, core 2 duo, ram 3G. Giá bán 1 triệu.",954.100 ₫,https://www.lazada.vn/products/thanh-ly-laptop-hp-core-2-duo-ram-3g-gia-ban-1-trieu-i2296913032.html,24,24,5% Off,"14 Đã bán
(5)
Tiền Giang",lazada,24,
"Laptop Lenovo IdeaPad 5 15IAL7 | Intel Core i7 - 1255U | Ram 12GB | SSD 512GB | 15.6""FHD IPS",10.307.500 ₫,https://www.lazada.vn/products/laptop-lenovo-ideapad-5-15ial7-intel-core-i7-1255u-ram-12gb-ssd-512gb-156fhd-ips-i2518532310.html,25,25,,Hồ Chí Minh,lazada,25,
Laptop Dell M4800 i7 4800MQ/8G/SSD256G/VGA 2G Máy trạm Hàng nhập Khẩu Mỹ giá siêu sốc bảo hành 12 tháng,4.427.000 ₫,https://www.lazada.vn/products/laptop-dell-m4800-i7-4800mq8gssd256gvga-2g-may-tram-hang-nhap-khau-my-gia-sieu-soc-bao-hanh-12-thang-i260172249.html,26,26,,Hà Nội,lazada,26,
Laptop cũ giá rẻ core i3 i5 ram 4gb 8gb nhiều hãng,2.000.000 ₫,https://www.lazada.vn/products/laptop-cu-gia-re-core-i3-i5-ram-4gb-8gb-nhieu-hang-i2574362199.html,27,27,,Đồng Nai,lazada,27,
Latop Acer core i5 ram 8G 500G siêu bền mạnh 4cpu,1.550.000 ₫,https://www.lazada.vn/products/latop-acer-core-i5-ram-8g-500g-sieu-ben-manh-4cpu-i2641946234.html,28,28,,Hồ Chí Minh,lazada,28,
"Laptop Cũ Rẻ i7 7470 Cảm Ứng Ram 8GB SSD Màn hình 14 / Làm Văn Phòng, Học Tập Mượt Mà",4.086.900 ₫,https://www.lazada.vn/products/laptop-cu-re-i7-7470-cam-ung-ram-8gb-ssd-man-hinh-14-lam-van-phong-hoc-tap-muot-ma-i2562769782.html,29,29,37% Off,"5 Đã bán
(3)
Hồ Chí Minh",lazada,29,
laptop mini 2in1 HP elite x2 210 g2 pro. ram 4.ssd 64 g.man 10.1in cảm ứng,2.650.000 ₫,https://www.lazada.vn/products/laptop-mini-2in1-hp-elite-x2-210-g2-pro-ram-4ssd-64-gman-101in-cam-ung-i2427213726.html,30,30,,Hà Nội,lazada,30,
Laptop mini hàng đẹp,902.899 ₫,https://www.lazada.vn/products/laptop-mini-hang-dep-i2631523178.html,31,31,25% Off,"(1)
Hưng Yên",lazada,31,
Laptop cũ văn phòng học tập Lenovo thinkpad X250 I5 5200U nguyên zin nhỏ gọn mạnh mẽ,2.800.000 ₫,https://www.lazada.vn/products/laptop-cu-van-phong-hoc-tap-lenovo-thinkpad-x250-i5-5200u-nguyen-zin-nho-gon-manh-me-i1759344039.html,32,32,,"(1)
Hồ Chí Minh",lazada,32,
Máy tính xách tay cho ASUS F554L F555L F555LA f555ua F554LA X555L K555LD X555LI X555LJ X554L r557 LCD Cover quay lại/Kim loại hinges13nb0621ap0811,397.000 ₫,https://www.lazada.vn/products/may-tinh-xach-tay-cho-asus-f554l-f555l-f555la-f555ua-f554la-x555l-k555ld-x555li-x555lj-x554l-r557-lcd-cover-quay-laikim-loai-hinges13nb0621ap0811-i2474589079.html,33,33,18% Off,Nước ngoài,lazada,33,
ASUS X541U CORE I7 7500U RAM 16G SSD 256G 15.6INCH VGA RỜI,4.950.000 ₫,https://www.lazada.vn/products/asus-x541u-core-i7-7500u-ram-16g-ssd-256g-156inch-vga-roi-i2489036877.html,34,34,37% Off,Hồ Chí Minh,lazada,34,
"Laptop 2trong 1 Nec Lavie HZ750 Core i7-7500U, 8gb ram, 512gb SSD NVME, 13.3"" Full HD IPS cảm ứng đa điểm gập 360 độ, vỏ nhôm Magie siêu mỏng nhẹ 850gram",5.358.380 ₫,https://www.lazada.vn/products/laptop-2trong-1-nec-lavie-hz750-core-i7-7500u-8gb-ram-512gb-ssd-nvme-133-full-hd-ips-cam-ung-da-diem-gap-360-do-vo-nhom-magie-sieu-mong-nhe-850gram-i1970224621.html,35,35,18% Off,Hưng Yên,lazada,35,
Laptop cũ nhiều lựa chọn Pentium đến i3 i5 i7 Giá tốt nhất,1.000.000 ₫,https://www.lazada.vn/products/laptop-cu-nhieu-lua-chon-pentium-den-i3-i5-i7-gia-tot-nhat-i2252962767.html,36,36,,"80 Đã bán
(25)
Hà Nội",lazada,36,
DELL LATITUDE E7480 CORE I5 7300U RAM 8GB SSD 256GB 14INCH ĐÈN PHÍM,5.220.000 ₫,https://www.lazada.vn/products/dell-latitude-e7480-core-i5-7300u-ram-8gb-ssd-256gb-14inch-den-phim-i2197954930.html,37,37,23% Off,"(1)
Hồ Chí Minh",lazada,37,
LAPTOP ASUS VIVOBOOK E1404FA-NK177W (R5 7520U/16GB RAM/512GB SSD/14 FHD/WIN11/BẠC),13.200.000 ₫,https://www.lazada.vn/products/laptop-asus-vivobook-e1404fa-nk177w-r5-7520u16gb-ram512gb-ssd14-fhdwin11bac-i2470667740.html,38,38,13% Off,Hà Nội,lazada,38,Official
"Bán Xác Laptop Acer 4349, không lên hình. Giá bán 400k",381.640 ₫,https://www.lazada.vn/products/ban-xac-laptop-acer-4349-khong-len-hinh-gia-ban-400k-i2346400118.html,39,39,5% Off,"9 Đã bán
(2)
Tiền Giang",lazada,39,
Voucher Discount 15% Max 3000k | Laptop HP Victus 15 fa0115TX (7C0X1PA) Core i5 _ 12500H | 8GB | 512GB SSD PCIe | GeForce RTX 3050 with 4GB GDDR6 | Win 11 | 15.6 inch Full HD IPS 144Hz | LED KEY,17.800.000 ₫,https://www.lazada.vn/products/voucher-discount-15-max-3000k-laptop-hp-victus-15-fa0115tx-7c0x1pa-core-i5-_-12500h-8gb-512gb-ssd-pcie-geforce-rtx-3050-with-4gb-gddr6-win-11-156-inch-full-hd-ips-144hz-led-key-i2230743712.html,40,40,26% Off,"36 Đã bán
(16)
Hồ Chí Minh",lazada,40,Official
[Trả góp 0%]LAPTOP MSI GF63 CORE I7 7700HQ RAM 16G SSD 128G+1T 15.6INCH FHD VGA,8.010.000 ₫,https://www.lazada.vn/products/tra-gop-0laptop-msi-gf63-core-i7-7700hq-ram-16g-ssd-128g1t-156inch-fhd-vga-i438538633.html,1,1,24% Off,"16 Đã bán
(5)
Hồ Chí Minh",lazada,1,
DELL PRECISION 7520 CORE I7 7820HQ RAM 16G SSD 512G 15.6INCH FHD VGA M2200,7.810.520 ₫,https://www.lazada.vn/products/dell-precision-7520-core-i7-7820hq-ram-16g-ssd-512g-156inch-fhd-vga-m2200-i2391408440.html,2,2,32% Off,"15 Đã bán
(8)
Hồ Chí Minh",lazada,2,
Laptop Chính Hãng Core i5 Ram 8G SSD (Bảo Hành 1 Năm),1.999.000 ₫,https://www.lazada.vn/products/laptop-chinh-hang-core-i5-ram-8g-ssd-bao-hanh-1-nam-i2634514849.html,3,3,,Hồ Chí Minh,lazada,3,
Laptop Asus X8AIJ thanh lý,1.200.000 ₫,https://www.lazada.vn/products/laptop-asus-x8aij-thanh-ly-i2606650783.html,4,4,,Hồ Chí Minh,lazada,4,
"Laptop (Gaming) MSI Katana 15 B13VEK-252VN, I7-13620H, storage 1TB, 8GB, RTX 4050 6GB, 15.6"" FHD - Ship hỏa tốc",37.990.000 ₫,https://www.lazada.vn/products/laptop-gaming-msi-katana-15-b13vek-252vn-i7-13620h-storage-1tb-8gb-rtx-4050-6gb-156-fhd-ship-hoa-toc-i2409277661.html,5,5,,Hồ Chí Minh,lazada,5,
[Trả góp 0%]Laptop Ultrabook Dell Latitude E7450 Core i7-5600u/ Ram 8gb/ SSD 256Gb/ 14 inch - Hàng Xách Tay Mỹ,4.250.000 ₫,https://www.lazada.vn/products/tra-gop-0laptop-ultrabook-dell-latitude-e7450-core-i7-5600u-ram-8gb-ssd-256gb-14-inch-hang-xach-tay-my-i1566635865.html,6,6,43% Off,Thái Bình,lazada,6,
"Laptop Cảm Ứng Lenovo ThinkPad Yoga 370 Intel Core i5-7300U, 8GB DDR4 RAM, 256GB SSD – 13.3″ – Black - Hàng Chính Hãng",5.390.000 ₫,https://www.lazada.vn/products/laptop-cam-ung-lenovo-thinkpad-yoga-370-intel-core-i5-7300u-8gb-ddr4-ram-256gb-ssd-133-black-hang-chinh-hang-i2403724429.html,7,7,46% Off,Hà Nội,lazada,7,
"[Quà Khuyến mãi Mobi Wifi 4G/5G trị giá 250k] Laptop Acer E1 432 , học tập và làm việc, Intel Celeron 2955U, Ram 2gb, hdd 500gb, Win10, HĐ ổn định, ngoại hình tốt 92-95%",1.020.000 ₫,https://www.lazada.vn/products/qua-khuyen-mai-mobi-wifi-4g5g-tri-gia-250k-laptop-acer-e1-432-hoc-tap-va-lam-viec-intel-celeron-2955u-ram-2gb-hdd-500gb-win10-hd-on-dinh-ngoai-hinh-tot-92-95-i2632724834.html,8,8,15% Off,Đồng Nai,lazada,8,
"Laptop Lenovo CPU I3, ram 8G, SSD 128G dùng văn phòng, học tập, giải trí, tặng kèm chuột và lót chuột",2.400.000 ₫,https://www.lazada.vn/products/laptop-lenovo-cpu-i3-ram-8g-ssd-128g-dung-van-phong-hoc-tap-giai-tri-tang-kem-chuot-va-lot-chuot-i1276956989.html,9,9,20% Off,"(1)
Hà Nội",lazada,9,
Laptop MSI Modern 14 C12MO-660VN (Intel Core i5-1235U | 16GB | 512GB | Intel Iris Xe | 14 inch FHD | Win 11 | Đen),13.690.000 ₫,https://www.lazada.vn/products/laptop-msi-modern-14-c12mo-660vn-intel-core-i5-1235u-16gb-512gb-intel-iris-xe-14-inch-fhd-win-11-den-i2545481117.html,10,10,14% Off,Hà Nội,lazada,10,
HP Elite x2 1013 G3 Core i5 8250U 13-Inch 3K (Không có cảm ứng),4.500.000 ₫,https://www.lazada.vn/products/hp-elite-x2-1013-g3-core-i5-8250u-13-inch-3k-khong-co-cam-ung-i2330576390.html,11,11,,Hồ Chí Minh,lazada,11,
"Laptop MSI Modern 14 C12MO-660VN i5-1235U| 16GB| 512GB| OB| 14""FHD| Win11 (Đen) - Hàng chính hãng new 100%",12.949.000 ₫,https://www.lazada.vn/products/laptop-msi-modern-14-c12mo-660vn-i5-1235u-16gb-512gb-ob-14fhd-win11-den-hang-chinh-hang-new-100-i2410040966.html,12,12,32% Off,Hồ Chí Minh,lazada,12,
Laptop 15.6 inch HP Probook 450 G5 - Intel Core i5-7200U Ram 8gb SSD 256 Pin&gt;4h,4.500.000 ₫,https://www.lazada.vn/products/laptop-156-inch-hp-probook-450-g5-intel-core-i5-7200u-ram-8gb-ssd-256-pin4h-i2294606212.html,13,13,,"(4)
Hà Nội",lazada,13,
[ Hàng Likenew 99% BH 1 năm] Laptop Asus ROG Strix G531GT Core i5 9300H/ Ram 32Gb/ Nvida GTX1650TI/ 15.6'' IPS FHD 144hz/ Led phím RGB.,14.990.000 ₫,https://www.lazada.vn/products/hang-likenew-99-bh-1-nam-laptop-asus-rog-strix-g531gt-core-i5-9300h-ram-32gb-nvida-gtx1650ti-156-ips-fhd-144hz-led-phim-rgb-i2233348140.html,14,14,,Nghệ An,lazada,14,
Laptop văn phòng nguyên bản mọi chức năng đều tốt,1.099.000 ₫,https://www.lazada.vn/products/laptop-van-phong-nguyen-ban-moi-chuc-nang-deu-tot-i984854036.html,15,15,,Hà Nội,lazada,15,
"Laptop Asus VivoBook 16Pro K6602Z Core i7-117000H, 16gb ram, 1tb SSD, vga Nvidia RTX3050TI, màn 16” Full HD IPS",12.600.000 ₫,https://www.lazada.vn/products/laptop-asus-vivobook-16pro-k6602z-core-i7-117000h-16gb-ram-1tb-ssd-vga-nvidia-rtx3050ti-man-16-full-hd-ips-i2289181109.html,16,16,,Hưng Yên,lazada,16,
Laptop Asus siêu mỏng i3 thế hệ 7 pin 4h 8G 256G,2.490.000 ₫,https://www.lazada.vn/products/laptop-asus-sieu-mong-i3-the-he-7-pin-4h-8g-256g-i2624747207.html,17,17,,Hồ Chí Minh,lazada,17,
THINKPAD T470 CORE I5 6300U RAM 8G SSD 256G 14INCH FHD GIÁ RẺ KEYLED,4.230.000 ₫,https://www.lazada.vn/products/thinkpad-t470-core-i5-6300u-ram-8g-ssd-256g-14inch-fhd-gia-re-keyled-i2361648820.html,18,18,23% Off,"9 Đã bán
(5)
Hồ Chí Minh",lazada,18,
